name,true_cps,found_cps,f1_score,covering_score,cac
ECGFiveDays,[476],[464],0.5,0.97,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99847977 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.98745138 0.98268643
 0.97798779 0.9816381  0.981152   0.9930007  1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99306915 0.98106672 0.96918409 0.96517143 0.96507089
 0.96498991 0.96492824 0.96488565 0.9648619  0.96485679 0.96487007
 0.96490155 0.96869114 0.9687442  0.96881503 0.97260152 0.97637807
 0.98381595 0.98756024 0.98036229 0.96960232 0.95893638 0.94475692
 0.93069343 0.92390598 0.91718167 0.90696278 0.90391846 0.89737761
 0.89793864 0.90202171 0.90609418 0.91015636 0.91420855 0.92171617
 0.92228423 0.92286479 0.93032362 0.93775289 0.93150484 0.93211412
 0.93273573 0.93336959 0.93401564 0.93467379 0.93534398 0.93602614
 0.93338667 0.93742608 0.94145874 0.93556722 0.93631724 0.94694273
 0.94768929 0.95825905 0.96878889 0.9760262  0.979997   0.98396345
 0.98792576 0.99188415 0.99262648 0.9933812  0.99414825 0.99492757
 0.99571913 0.99969651 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99686747 0.99165527 0.98031508 0.972114   0.96396206 0.95279494
 0.94168805 0.93979436 0.93792269 0.94519042 0.94941087 0.95362944
 0.96086795 0.95603005 0.95724534 0.94645217 0.93571323 0.93101496
 0.92335954 0.92469412 0.92306027 0.92441841 0.92875295 0.93604864
 0.94037632 0.94470343 0.94608288 0.94747184 0.94593264 0.94734538
 0.94876761 0.95019937 0.95164065 0.95309149 0.9545519  0.9560219
 0.95750152 0.95899078 0.96048969 0.95622052 0.95197748 0.95640244
 0.96082896 0.96525722 0.9696874  0.97125463 0.96997046 0.96870366
 0.9731618  0.97477232 0.9792394  0.97802319 0.97682402 0.97280558
 0.97164351 0.96766863 0.97219531 0.9739025  0.97561966 0.97734684
 0.9706437  0.96396899 0.95732233 0.95070335 0.94411167 0.93754695
 0.93100881 0.9244969  0.91801086 0.91155035 0.90511501 0.89870451
 0.89231851 0.89428855 0.89626758 0.89271089 0.89194286 0.89672394
 0.90150953 0.90629983 0.90557322 0.91037783 0.91243102 0.90898477
 0.90555633 0.90214552 0.90424911 0.90636226 0.90848505 0.91061754
 0.9127598  0.90943339 0.90612378 0.90830251 0.91049113 0.90722452
 0.90943628 0.91438759 0.91934604 0.92431183 0.92383479 0.92337094
 0.92292025 0.92248268 0.92205818 0.92164673 0.9212483  0.91543001
 0.90962907 0.91470221 0.91707077 0.91945013 0.9164178  0.91611047
 0.91310637 0.91011664 0.91255693 0.91771542 0.92017723 0.92265034
 0.92513483 0.92763081 0.92473058 0.91914081 0.92167429 0.92962424
 0.94028625 0.94285313 0.94543218 0.94802348 0.95062715 0.95054289
 0.9531718  0.95581335 0.95846764 0.96113479 0.96381489 0.96650807
 0.96921442 0.97193405 0.97466709 0.97201357 0.96667281 0.96134451
 0.95602844 0.9507244  0.94543218 0.94015155 0.93488231 0.93232664
 0.92978286 0.92995423 0.93013836 0.92763081 0.92513483 0.92265034
 0.92017723 0.9150083  0.91255693 0.91824268 0.92123491 0.91882086
 0.9164178  0.9113134  0.90893108 0.90655946 0.90148314 0.89369874
 0.88592019 0.87814718 0.87037941 0.86261655 0.85485829 0.84982813
 0.84480467 0.83978774 0.83477712 0.82977262 0.822043   0.81158338
 0.80659124 0.79886847 0.78840981 0.77794904 0.77296776 0.77073352
 0.76850699 0.7717812  0.77781914 0.77562511 0.77343869 0.77125981
 0.76357521 0.75588947 0.74544137 0.74051327 0.74388363 0.74726995
 0.75067241 0.745774   0.73532789 0.72209634 0.70885115 0.69559173
 0.68231747 0.66902778 0.65572204 0.64239966 0.63185583 0.62409842
 0.61633403 0.60856232 0.60359032 0.60142672 0.59926698 0.59711104
 0.59495881 0.58998731 0.58783903 0.58852361 0.58921822 0.58992292
 0.59631699 0.60273522 0.609178   0.61564567 0.61643094 0.61436958
 0.61803428 0.62171757 0.62541969 0.62339529 0.62137442 0.61647627
 0.61157341 0.60666559 0.61332474 0.62001217 0.62672827 0.63347348
 0.64024823 0.64705294 0.65388806 0.66075402 0.6588664  0.66284847
 0.66097777 0.65911084 0.66019491 0.6642446  0.66831776 0.67537687
 0.67950295 0.68662589 0.69080639 0.69501203 0.69326671 0.69152558
 0.6897886  0.68805571 0.68331664 0.68158609 0.6798594  0.67813649
 0.67641733 0.67470184 0.67298998 0.67128169 0.67874918 0.68625745
 0.69073715 0.69524609 0.69978466 0.70435328 0.70895233 0.71358224
 0.71824342 0.72605239 0.73703032 0.73867884 0.74034649 0.73888925
 0.73113422 0.72651372 0.72504943 0.72358985 0.72213496 0.72068472
 0.71923909 0.71779803 0.71636151 0.71492949 0.71350193 0.71207881
 0.70741506 0.70273886 0.70131182 0.69988887 0.70830757 0.71678304
 0.72531617 0.73390786 0.745874   0.75791896 0.770044   0.78225042
 0.79453951 0.80691263 0.81937112 0.83191637 0.84115804 0.85387096
 0.86326273 0.87614869 0.88226262 0.88498601 0.8842875  0.88360009
 0.88292385 0.88225884 0.88160515 0.88798246 0.89441731 0.90797655
 0.9145528  0.92118965 0.91718167 0.91674392 0.91272637 0.91951533
 0.91913147 0.91513028 0.91111737 0.91075    0.90305494 0.89532027
 0.89124322 0.88715246 0.8830476  0.87892825 0.8785485  0.87818253
 0.87783049 0.87749252 0.88479632 0.89217571 0.89963202 0.90716664
 0.91478096 0.92247642 0.92243724 0.92241601 0.91847102 0.91846941
 0.91848622 0.91852171 0.91857611 0.91059136 0.90660074 0.90259251
 0.8985662  0.8986246  0.89870225 0.89051557 0.89059314 0.88650861
 0.87399952 0.86138691 0.84866842 0.84437065 0.84433396 0.85293073
 0.86163412 0.87044636 0.87936974 0.88840659 0.89755933 0.89793994
 0.89834494 0.89877476 0.90826733 0.90879862 0.90478723 0.91453824
 0.92904469 0.94839017 0.9633084  0.97372204 0.97481911 0.97595287
 0.97712405 0.97833344 0.96988301 0.96135027 0.95273301 0.94402898
 0.9402105  0.94137307 0.93753448 0.92859429 0.91955719 0.92070774
 0.91671905 0.91269883 0.90864609 0.90984963 0.90576697 0.90701628
 0.90830878 0.90964554 0.91102767 0.91245631 0.91393267 0.91545798
 0.91703353 0.90154276 0.89733224 0.89887841 0.90047669 0.90212853
 0.90383543 0.90559898 0.90742079 0.90930257 0.9112461  0.91325322
 0.91532586 0.91746603 0.91967583 0.92195745 0.91780393 0.90045475
 0.8960689  0.89162578 0.89389513 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
ElectricDevices,"[1090, 4436, 5712, 7923]","[1084, 1027, 1134, 976]",0.4,0.339,[1. 1. 1. ... 1. 1. 1.]
FaceAll,"[1310, 2620, 3930, 5240, 6550, 7860]","[1304, 1384, 2594, 1252, 1434, 2538]",0.429,0.399,[1. 1. 1. ... 1. 1. 1.]
FaceFour,"[2800, 5600, 6650]","[2724, 2939, 2508]",0.5,0.548,[1. 1. 1. ... 1. 1. 1.]
FacesUCR,"[851, 1637, 2292, 3733, 4715, 5566]","[843, 896, 946, 1419, 1367, 1033]",0.286,0.335,[1. 1. 1. ... 1. 1. 1.]
FiftyWords,"[1755, 3408, 4521]","[1728, 3472, 3306]",0.5,0.803,[1. 1. 1. ... 1. 1. 1.]
Fish,"[1504, 2950, 4570, 5785, 7058, 8504]","[8489, 8348, 5757, 8141, 7051, 7602]",0.571,0.479,[1. 1. 1. ... 1. 1. 1.]
GunPoint,[900],[847],0.5,0.945,[1. 1. 1. ... 1. 1. 1.]
Haptics,"[1228, 3548]","[731, 1146]",0.333,0.513,[1. 1. 1. ... 1. 1. 1.]
InlineSkate,"[1058, 2704]","[3180, 878]",0.333,0.767,[1. 1. 1. ... 1. 1. 1.]
InsectWingbeatSound,"[320, 640, 960]","[306, 482, 609]",0.25,0.599,[1. 1. 1. ... 1. 1. 1.]
ItalyPowerDemand,[816],[792],0.5,0.971,[1. 1. 1. ... 1. 1. 1.]
LargeKitchenAppliances,"[2812, 5624]","[2836, 2725]",0.667,0.656,[1. 1. 1. ... 1. 1. 1.]
Lightning2,[398],[626],0.5,0.688,[1. 1. 1. ... 1. 1. 1.]
Lightning7,"[1276, 2552, 3828, 5742]","[3778, 2468, 1662, 5585]",0.4,0.813,[1. 1. 1. ... 1. 1. 1.]
Mallat,"[768, 1792, 2560]","[2543, 1751, 2314]",0.5,0.702,[1. 1. 1. ... 1. 1. 1.]
Meat,"[1120, 2240]","[1103, 2226]",1.0,0.982,[1. 1. 1. ... 1. 1. 1.]
MedicalImages,[1732],[1652],0.5,0.938,[1. 1. 1. ... 1. 1. 1.]
MoteStrain,[840],[875],0.5,0.959,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8107, 7876, 8337, 10316, 8567]",0.5,0.469,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax2,"[1687, 4124, 6233, 8108, 10358, 12420]","[8082, 12398, 7851, 8312, 7620, 8542]",0.429,0.408,[1. 1. 1. ... 1. 1. 1.]
OliveOil,"[1425, 3705]","[3676, 1425]",1.0,0.992,[1. 1. 1. ... 1. 1. 1.]
OSULeaf,"[907, 1680]","[900, 967]",0.667,0.728,[1. 1. 1. ... 1. 1. 1.]
Plane,"[540, 1044, 1368, 1944, 2412, 3060]","[1357, 2396, 3053, 1937, 1038, 1147]",0.857,0.813,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineAgeGroup,"[720, 2110]","[2348, 2297]",0.333,0.68,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxTW,"[320, 2500, 3660]","[3649, 3548, 296]",0.75,0.612,[1. 1. 1. ... 1. 1. 1.]
ShapesAll,"[1280, 2560, 3840, 5120]","[1272, 2553, 5088, 3809]",1.0,0.976,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface1,[420],[386],0.5,0.952,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface2,[715],[699],1.0,0.982,[1. 1. 1. ... 1. 1. 1.]
StarLightCurves,"[486, 1366]","[1365, 1415]",0.667,0.789,[1. 1. 1. ... 1. 1. 1.]
SwedishLeaf,"[928, 2080, 3200]","[3190, 3103, 2095]",0.75,0.734,[1. 1. 1. ... 1. 1. 1.]
Symbols,"[796, 1293, 1591]","[1258, 733, 0]",0.286,0.754,[1. 1. 1. ... 1. 1. 1.]
SyntheticControl,"[750, 1500, 2250, 3000]","[2240, 2989, 1496, 2161]",0.8,0.767,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation1,[1385],[1371],1.0,0.99,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation2,[1543],[1520],1.0,0.985,[1. 1. 1. ... 1. 1. 1.]
Trace,"[1443, 2955]","[1408, 1748]",0.667,0.643,[1. 1. 1. ... 1. 1. 1.]
TwoLeadECG,[246],[240],0.5,0.975,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99122526 0.9800525  0.96896055 0.95794762 0.94701195 0.93615183
 0.92536555 0.91465144 0.90400786 0.8934332  0.88292588 0.87248433
 0.86210702 0.85637197 0.85983343 0.86332035 0.87139536 0.8885996
 0.90579951 0.91390356 0.91294251 0.90748223 0.9066017  0.90575872
 0.90495307 0.89966365 0.9079703  0.91629965 0.92916313 0.94655237
 0.96395558 0.98137481 0.99431292 0.98928879 0.98430864 0.98386434
 0.97896835 0.96513658 0.95135241 0.93761417 0.93289031 0.92372113
 0.91459173 0.905501   0.89644787 0.89191324 0.88741389 0.88294929
 0.87851892 0.87412225 0.8697588  0.86542805 0.86112951 0.85686271
 0.84813964 0.85291139 0.85771997 0.85358093 0.84947184 0.84539224
 0.8413417  0.84632323 0.85134395 0.85640452 0.86150562 0.86664794
 0.87183217 0.87705903 0.88232924 0.88764354 0.89300267 0.8984074
 0.90385851 0.90935678 0.91490302 0.92049805 0.91701815 0.91356651
 0.91928999 0.91590585 0.91254946 0.90922052 0.91051731 0.90724918
 0.90400786 0.90079308 0.89760458 0.89444209 0.89130537 0.88819415
 0.88044973 0.87271341 0.86498431 0.85726151 0.86362493 0.860643
 0.86239703 0.86419387 0.87076645 0.88214616 0.8936126  0.90040373
 0.90248852 0.90462081 0.9115991  0.9234594  0.93059582 0.93780771
 0.94509657 0.95246392 0.95991135 0.96744044 0.97505284 0.98275025
 0.99053437 0.99840699 0.99149744 0.98458894 0.98266877 0.98077946
 0.97892108 0.97709367 0.97529729 0.97353203 0.97179795 0.97009516
 0.96842375 0.96678384 0.96517554 0.96359899 0.96205434 0.96054172
 0.95906131 0.95761328 0.95619782 0.95481514 0.95879205 0.96284723
 0.96698224 0.9711987  0.96465941 0.95810752 0.95154194 0.94496152
 0.93836511 0.93175152 0.93626556 0.94646999 0.95682233 0.96166946
 0.96661396 0.97165808 0.97680416 0.98205461 0.9874119  0.99287863
 0.99845746 0.98643084 0.97431684 0.98003958 0.97987026 0.97975067
 0.9796817  0.98578719 1.         1.         1.         1.
 1.         1.         1.         0.99442067 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
TwoPatterns,"[2168, 4064, 6064]","[2156, 6057, 2105]",0.75,0.747,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryAll,"[1801, 3395, 4960, 6584]","[4953, 3384, 3454, 4882]",0.6,0.577,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryX,"[600, 1131, 1652, 2193]","[1125, 1071, 1175, 1000]",0.4,0.394,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1128, 2222, 1245, 1178]",0.4,0.588,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1130, 2198, 1180, 1072]",0.6,0.602,[1. 1. 1. ... 1. 1. 1.]
Wafer,[115],[100],0.5,0.975,[1. 1. 1. ... 1. 1. 1.]
WordSynonyms,"[202, 2227]","[165, 2197]",0.333,0.946,[1. 1. 1. ... 1. 1. 1.]
Worms,"[435, 786]","[425, 521]",0.667,0.667,[1. 1. 1. ... 1. 1. 1.]
Yoga,[7295],[7344],1.0,0.994,[1. 1. 1. ... 1. 1. 1.]
Crop,"[1725, 3450, 5175, 8625, 12075, 15525, 17250, 18975]","[20238, 19947, 20058, 19830, 19005, 19132, 18887, 19374]",0.222,0.151,[1. 1. 1. ... 1. 1. 1.]
EOGHorizontalSignal,"[1406, 2812, 4218]","[4326, 3925, 3524]",0.25,0.456,[1. 1. 1. ... 1. 1. 1.]
EOGVerticalSignal,"[1406, 2812, 3749, 5155, 6608]","[5132, 5517, 4746, 5902, 0]",0.364,0.34,[1. 1. 1. ... 1. 1. 1.]
FreezerRegularTrain,"[2257, 4514, 7900]","[2155, 2530, 974]",0.5,0.381,[1. 1. 1. ... 1. 1. 1.]
Ham,"[1400, 2935, 4335]","[0, 0, 0]",0.4,0.251,[1. 1. 1. ... 1. 1. 1.]
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2009, 2589, 2064, 1953, 2533, 2644]",0.429,0.397,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineAgeGroup,"[880, 2608, 6400, 7720]","[868, 6281, 6544, 6999]",0.4,0.623,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineCorrect,"[1060, 3000, 4060]","[2999, 2898, 3099]",0.5,0.616,[1. 1. 1. ... 1. 1. 1.]
PowerCons,"[405, 810, 1215]","[1301, 1210, 1124]",0.5,0.362,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineCorrect,"[776, 3212, 4376]","[3074, 3023, 3124]",0.25,0.549,[1. 1. 1. ... 1. 1. 1.]
Strawberry,"[804, 2250, 3054]","[655, 727, 905]",0.25,0.474,[1. 1. 1. ... 1. 1. 1.]
Chinatown,[],[],1.0,1.0,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]"
DodgerLoopDay,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
Herring,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxTW,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
ShapeletSim,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
UMD,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
