name,true_cps,found_cps,f1_score,covering_score,cac
ECGFiveDays,[476],[464],0.5,0.97,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.98674924 0.97972766 0.97277194 0.96945836 0.95905389 0.94873621
 0.94204544 0.94953483 0.94643677 0.95038925 0.95433283 0.9617524
 0.96566806 0.9695758  0.9734759  0.98081007 0.98468522 0.97829186
 0.97877419 0.9792702  0.97977979 0.98030287 0.98083936 0.98138915
 0.98195217 0.98587026 0.98978275 0.98371975 0.98433485 0.98826803
 0.99549247 0.99940693 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.9889691  0.98389232 0.98190998 0.9799505  0.98715398 0.9913033
 0.99545144 0.99051136 0.99165171 0.98374974 0.97288009 0.96507175
 0.9633084  0.96456137 0.9658242  0.96411204 0.96837947 0.97264637
 0.97691293 0.98117933 0.97952718 0.97789498 0.98218154 0.98057911
 0.98193616 0.98330323 0.98468032 0.98606745 0.98746462 0.98887186
 0.99028918 0.9917166  0.99025017 0.98590266 0.981582   0.98596206
 0.99034388 0.99472763 0.99911351 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.99809952 1.         1.         1.
 0.99915868 0.99240875 0.98568765 0.97899503 0.97233051 0.96569372
 0.95908429 0.95250186 0.94594608 0.93941658 0.93291302 0.92643506
 0.91998234 0.92191021 0.92384732 0.92023342 0.91941643 0.92138888
 0.92614357 0.93090297 0.93566728 0.94043669 0.94244759 0.9389451
 0.93546099 0.9319951  0.9340579  0.93613051 0.93821299 0.94030542
 0.94240785 0.94452035 0.94115521 0.93780733 0.93995736 0.93664015
 0.93881392 0.94099794 0.94592617 0.95086173 0.95580483 0.95529679
 0.95480232 0.95432136 0.95385389 0.95339985 0.95295921 0.9470889
 0.94123666 0.94627898 0.94861191 0.95095586 0.94787894 0.94481718
 0.94448448 0.94145171 0.94385819 0.94627594 0.94328388 0.94572598
 0.94817954 0.95064465 0.95312141 0.94748858 0.94187109 0.94438663
 0.95232492 0.95486321 0.95741358 0.95997611 0.96255091 0.96513808
 0.96503454 0.967647   0.9702721  0.97290994 0.97556063 0.97822427
 0.98090097 0.98359083 0.98629398 0.98360608 0.97822909 0.97286497
 0.96751349 0.96217445 0.95955059 0.95153283 0.94622981 0.94364223
 0.94106676 0.93850331 0.93595177 0.9361176  0.93359012 0.93107431
 0.92857007 0.92336947 0.92088742 0.91841663 0.92408679 0.92164056
 0.91920543 0.91678129 0.91436808 0.9119657  0.90957407 0.9017608
 0.89395395 0.88615321 0.87835827 0.87056882 0.86278454 0.85500513
 0.84995449 0.8449107  0.83987356 0.83484288 0.8270888  0.82206899
 0.81158977 0.80384419 0.79610081 0.78562197 0.78061942 0.77836219
 0.77611286 0.77387133 0.77163754 0.7776551  0.77544224 0.77323701
 0.77103933 0.76333766 0.75563516 0.7506914  0.75679859 0.76016165
 0.76354065 0.76693577 0.75926306 0.74881461 0.73558291 0.72233841
 0.7090805  0.69580862 0.68252215 0.6692205  0.65869415 0.65095059
 0.64320107 0.63544524 0.62768275 0.6227183  0.62336828 0.6212175
 0.61907093 0.61411146 0.61196995 0.61265567 0.61335165 0.61405795
 0.61477465 0.62117464 0.62759876 0.63404738 0.63482733 0.63561833
 0.63356654 0.63723376 0.6409196  0.6388943  0.63687289 0.63485529
 0.62996489 0.62507025 0.62017115 0.62682166 0.63350016 0.64020707
 0.6469428  0.65370778 0.66050243 0.66732719 0.66542689 0.66937663
 0.66749332 0.66561397 0.66667541 0.66775015 0.67178472 0.6787938
 0.68583624 0.69587369 0.70298934 0.70716858 0.70541999 0.7036759
 0.70193627 0.70020104 0.7044656  0.69974676 0.7010387  0.69933174
 0.69762905 0.69593058 0.69423626 0.69254604 0.69390331 0.70137555
 0.70583281 0.71031892 0.71483425 0.71937921 0.72395418 0.72855958
 0.7331958  0.74096353 0.75188326 0.75352107 0.75205737 0.75059911
 0.74287723 0.73513237 0.73051275 0.72903961 0.72757131 0.72610783
 0.72464913 0.72319517 0.72174592 0.72670402 0.7252798  0.72386037
 0.7224457  0.71780239 0.71314731 0.71173004 0.7200922  0.72850991
 0.73698402 0.74551541 0.75410496 0.76605554 0.77808418 0.79019212
 0.80238063 0.81465102 0.82700461 0.83944273 0.84859929 0.86120081
 0.87050376 0.86968505 0.88250595 0.88858399 0.89128636 0.89058228
 0.88988948 0.88574806 0.88159625 0.88091563 0.88723238 0.89711002
 0.90706798 0.91358023 0.90953492 0.90547902 0.90497511 0.91163432
 0.91118119 0.91074164 0.9067034  0.90627859 0.90222955 0.89451718
 0.88676577 0.88265216 0.87852491 0.87438361 0.87022789 0.86979036
 0.86936611 0.86895529 0.86855803 0.87575678 0.88302939 0.89037718
 0.89780148 0.90530367 0.91288515 0.92054735 0.92049096 0.91653572
 0.91649882 0.91648013 0.91647987 0.91251352 0.90853097 0.90453177
 0.90051545 0.90053801 0.90057957 0.89654657 0.892495   0.88842433
 0.87603045 0.86353691 0.85094149 0.83824188 0.83813475 0.83804485
 0.84652319 0.85510585 0.86379501 0.87259291 0.88150181 0.89052409
 0.89084193 0.89118348 0.90046464 0.90090357 0.90136823 0.89732713
 0.90693406 0.92583808 0.94037095 0.95045804 0.95135879 0.95229317
 0.95326186 0.95426557 0.95052848 0.9419631  0.9333149  0.92458167
 0.92065826 0.91670806 0.91769074 0.91371697 0.90468839 0.90568227
 0.90161954 0.89752533 0.89339865 0.88923851 0.89028081 0.89136231
 0.89248397 0.89364674 0.89485166 0.89609977 0.89739216 0.89872996
 0.90011435 0.88474755 0.88609606 0.88749234 0.88893768 0.89043342
 0.89198097 0.89358177 0.89523734 0.89096959 0.89268748 0.89446395
 0.89630075 0.89819971 0.90016272 0.90219178 0.90428894 0.90002761
 0.88922428 0.88479508 0.88692802 0.8891348  0.88466477 0.88695728
 0.8893298  0.89178514 0.89432626 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.        ]"
ElectricDevices,"[1090, 4436, 5712, 7923]",[],0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
FaceAll,"[1310, 2620, 3930, 5240, 6550, 7860]",[],0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
FaceFour,"[2800, 5600, 6650]","[2724, 2954, 6667]",0.75,0.794,[1. 1. 1. ... 1. 1. 1.]
FacesUCR,"[851, 1637, 2292, 3733, 4715, 5566]","[843, 896, 946, 1419, 1367, 1033]",0.286,0.335,[1. 1. 1. ... 1. 1. 1.]
FiftyWords,"[1755, 3408, 4521]","[1727, 3471, 1897]",0.5,0.789,[1. 1. 1. ... 1. 1. 1.]
Fish,"[1504, 2950, 4570, 5785, 7058, 8504]","[8476, 8330, 5756, 8141, 7050, 7601]",0.571,0.477,[1. 1. 1. ... 1. 1. 1.]
GunPoint,[900],[847],0.5,0.945,[1. 1. 1. ... 1. 1. 1.]
Haptics,"[1228, 3548]","[731, 1146]",0.333,0.513,[1. 1. 1. ... 1. 1. 1.]
InlineSkate,"[1058, 2704]","[3180, 878]",0.333,0.767,[1. 1. 1. ... 1. 1. 1.]
InsectWingbeatSound,"[320, 640, 960]","[306, 482, 609]",0.25,0.599,[1. 1. 1. ... 1. 1. 1.]
ItalyPowerDemand,[816],[792],0.5,0.971,[1. 1. 1. ... 1. 1. 1.]
LargeKitchenAppliances,"[2812, 5624]","[2835, 2719]",0.667,0.655,[1. 1. 1. ... 1. 1. 1.]
Lightning2,[398],[626],0.5,0.688,[1. 1. 1. ... 1. 1. 1.]
Lightning7,"[1276, 2552, 3828, 5742]","[3778, 2468, 1662, 5585]",0.4,0.813,[1. 1. 1. ... 1. 1. 1.]
Mallat,"[768, 1792, 2560]","[2543, 1752, 2315]",0.5,0.702,[1. 1. 1. ... 1. 1. 1.]
Meat,"[1120, 2240]","[1076, 2219]",0.667,0.962,[1. 1. 1. ... 1. 1. 1.]
MedicalImages,[1732],[1652],0.5,0.938,[1. 1. 1. ... 1. 1. 1.]
MoteStrain,[840],[875],0.5,0.959,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8106, 7870, 8341, 10316, 8576]",0.5,0.469,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax2,"[1687, 4124, 6233, 8108, 10358, 12420]","[8082, 12398, 7846, 8317, 7610, 4109]",0.571,0.553,[1. 1. 1. ... 1. 1. 1.]
OliveOil,"[1425, 3705]","[3676, 1425]",1.0,0.992,[1. 1. 1. ... 1. 1. 1.]
OSULeaf,"[907, 1680]","[900, 967]",0.667,0.728,[1. 1. 1. ... 1. 1. 1.]
Plane,"[540, 1044, 1368, 1944, 2412, 3060]","[1357, 2396, 3053, 1937, 1038, 1147]",0.857,0.813,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineAgeGroup,"[720, 2110]","[2348, 2297]",0.333,0.68,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxTW,"[320, 2500, 3660]","[3649, 3548, 296]",0.75,0.612,[1. 1. 1. ... 1. 1. 1.]
ShapesAll,"[1280, 2560, 3840, 5120]","[1271, 2552, 5088, 3808]",1.0,0.975,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface1,[420],[388],0.5,0.955,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface2,[715],[885],0.5,0.825,[1. 1. 1. ... 1. 1. 1.]
StarLightCurves,"[486, 1366]",[],0.0,0.0,[0. 0. 0. ... 0. 0. 0.]
SwedishLeaf,"[928, 2080, 3200]","[3190, 3103, 2095]",0.75,0.734,[1. 1. 1. ... 1. 1. 1.]
Symbols,"[796, 1293, 1591]","[1258, 733, 0]",0.286,0.754,[1. 1. 1. ... 1. 1. 1.]
SyntheticControl,"[750, 1500, 2250, 3000]","[2240, 2989, 1496, 2161]",0.8,0.767,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation1,[1385],[1371],1.0,0.99,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation2,[1543],[1520],1.0,0.985,[1. 1. 1. ... 1. 1. 1.]
Trace,"[1443, 2955]","[1408, 1786]",0.667,0.643,[1. 1. 1. ... 1. 1. 1.]
TwoLeadECG,[246],[240],0.5,0.975,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99122526 0.9800525  0.96896055 0.95794762 0.94701195 0.93615183
 0.92536555 0.91465144 0.90400786 0.8934332  0.88292588 0.87248433
 0.86210702 0.85637197 0.85983343 0.86332035 0.87139536 0.8885996
 0.90579951 0.91390356 0.91294251 0.90748223 0.9066017  0.90575872
 0.90495307 0.89966365 0.9079703  0.91629965 0.92916313 0.94655237
 0.96395558 0.98137481 0.99431292 0.98928879 0.98430864 0.98386434
 0.97896835 0.96513658 0.95135241 0.93761417 0.93289031 0.92372113
 0.91459173 0.905501   0.89644787 0.89191324 0.88741389 0.88294929
 0.87851892 0.87412225 0.8697588  0.86542805 0.86112951 0.85686271
 0.84813964 0.85291139 0.85771997 0.85358093 0.84947184 0.84539224
 0.8413417  0.84632323 0.85134395 0.85640452 0.86150562 0.86664794
 0.87183217 0.87705903 0.88232924 0.88764354 0.89300267 0.8984074
 0.90385851 0.90935678 0.91490302 0.92049805 0.91701815 0.91356651
 0.91928999 0.91590585 0.91254946 0.90922052 0.91051731 0.90724918
 0.90400786 0.90079308 0.89760458 0.89444209 0.89130537 0.88819415
 0.88044973 0.87271341 0.86498431 0.85726151 0.86362493 0.860643
 0.86239703 0.86419387 0.87076645 0.88214616 0.8936126  0.90040373
 0.90248852 0.90462081 0.9115991  0.9234594  0.93059582 0.93780771
 0.94509657 0.95246392 0.95991135 0.96744044 0.97505284 0.98275025
 0.99053437 0.99840699 0.99149744 0.98458894 0.98266877 0.98077946
 0.97892108 0.97709367 0.97529729 0.97353203 0.97179795 0.97009516
 0.96842375 0.96678384 0.96517554 0.96359899 0.96205434 0.96054172
 0.95906131 0.95761328 0.95619782 0.95481514 0.95879205 0.96284723
 0.96698224 0.9711987  0.96465941 0.95810752 0.95154194 0.94496152
 0.93836511 0.93175152 0.93626556 0.94646999 0.95682233 0.96166946
 0.96661396 0.97165808 0.97680416 0.98205461 0.9874119  0.99287863
 0.99845746 0.98643084 0.97431684 0.98003958 0.97987026 0.97975067
 0.9796817  0.98578719 1.         1.         1.         1.
 1.         1.         1.         0.99442067 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
TwoPatterns,"[2168, 4064, 6064]","[2155, 2195, 2114]",0.5,0.507,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryAll,"[1801, 3395, 4960, 6584]","[4980, 5015, 4951, 4925]",0.4,0.403,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryX,"[600, 1131, 1652, 2193]","[1128, 1153, 1102, 1183]",0.4,0.399,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1957, 2235, 1816, 1891]",0.2,0.463,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1131, 1157, 1105, 1193]",0.4,0.399,[1. 1. 1. ... 1. 1. 1.]
Wafer,[115],[97],0.5,0.97,[1. 1. 1. ... 1. 1. 1.]
WordSynonyms,"[202, 2227]","[170, 2191]",0.333,0.946,[1. 1. 1. ... 1. 1. 1.]
Worms,"[435, 786]","[429, 487]",0.667,0.672,[1. 1. 1. ... 1. 1. 1.]
Yoga,[7295],[7299],1.0,0.999,[1. 1. 1. ... 1. 1. 1.]
Crop,"[1725, 3450, 5175, 8625, 12075, 15525, 17250, 18975]","[20239, 19945, 20060, 19787, 19085, 18969, 19372, 18850]",0.222,0.151,[1. 1. 1. ... 1. 1. 1.]
EOGHorizontalSignal,"[1406, 2812, 4218]","[4327, 3936, 3545]",0.25,0.453,[1. 1. 1. ... 1. 1. 1.]
EOGVerticalSignal,"[1406, 2812, 3749, 5155, 6608]","[5129, 5519, 4738, 5909, 0]",0.364,0.342,[1. 1. 1. ... 1. 1. 1.]
FreezerRegularTrain,"[2257, 4514, 7900]","[2155, 2530, 974]",0.5,0.381,[1. 1. 1. ... 1. 1. 1.]
Ham,"[1400, 2935, 4335]","[0, 0, 0]",0.4,0.251,[1. 1. 1. ... 1. 1. 1.]
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2591, 2011, 1950, 2530, 2071, 2651]",0.429,0.395,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineAgeGroup,"[880, 2608, 6400, 7720]","[6280, 868, 6544, 6999]",0.4,0.623,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineCorrect,"[1060, 3000, 4060]","[2999, 2898, 3099]",0.5,0.616,[1. 1. 1. ... 1. 1. 1.]
PowerCons,"[405, 810, 1215]","[1382, 1356, 1214]",0.5,0.385,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineCorrect,"[776, 3212, 4376]","[3074, 3023, 3124]",0.25,0.549,[1. 1. 1. ... 1. 1. 1.]
Strawberry,"[804, 2250, 3054]","[655, 730, 903]",0.25,0.474,[1. 1. 1. ... 1. 1. 1.]
Chinatown,[],[],1.0,1.0,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]"
DodgerLoopDay,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
Herring,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxTW,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
ShapeletSim,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
UMD,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
