name,true_cps,found_cps,f1_score,covering_score,cac
FaceAll,"[1310, 2620, 3930, 5240, 6550, 7860]","[2592, 1285, 5203, 2374, 3893, 2792]",0.714,0.651,[1. 1. 1. ... 1. 1. 1.]
FaceFour,"[2800, 5600, 6650]","[2720, 3160, 5561]",0.75,0.784,[1. 1. 1. ... 1. 1. 1.]
FacesUCR,"[851, 1637, 2292, 3733, 4715, 5566]","[844, 1625, 3726, 1404, 2277, 4703]",0.857,0.815,[1. 1. 1. ... 1. 1. 1.]
FiftyWords,"[1755, 3408, 4521]","[1725, 3468, 1915]",0.5,0.786,[1. 1. 1. ... 1. 1. 1.]
Fish,"[1504, 2950, 4570, 5785, 7058, 8504]","[8475, 8324, 5755, 7600, 8130, 7049]",0.571,0.477,[1. 1. 1. ... 1. 1. 1.]
GunPoint,[900],[844],0.5,0.942,[1. 1. 1. ... 1. 1. 1.]
Haptics,"[1228, 3548]","[451, 1143]",0.333,0.506,[1. 1. 1. ... 1. 1. 1.]
InlineSkate,"[1058, 2704]","[913, 1945]",0.333,0.682,[1. 1. 1. ... 1. 1. 1.]
InsectWingbeatSound,"[320, 640, 960]","[311, 626, 979]",0.5,0.937,[1. 1. 1. ... 1. 1. 1.]
ItalyPowerDemand,[816],[788],0.5,0.966,[1. 1. 1. ... 1. 1. 1.]
LargeKitchenAppliances,"[2812, 5624]","[8160, 6583]",0.333,0.472,[1. 1. 1. ... 1. 1. 1.]
Lightning2,[398],[425],0.5,0.956,[1. 1. 1. ... 1. 1. 1.]
Lightning7,"[1276, 2552, 3828, 5742]","[3826, 2469, 1219, 2949]",0.6,0.737,[1. 1. 1. ... 1. 1. 1.]
Mallat,"[768, 1792, 2560]","[2549, 1778, 2318]",0.75,0.711,[1. 1. 1. ... 1. 1. 1.]
Meat,"[1120, 2240]","[1095, 2225]",1.0,0.977,[1. 1. 1. ... 1. 1. 1.]
MedicalImages,[1732],[1652],0.5,0.938,[1. 1. 1. ... 1. 1. 1.]
MoteStrain,[840],[878],0.5,0.956,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8107, 7886, 8327, 10316, 8547]",0.5,0.471,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax2,"[1687, 4124, 6233, 8108, 10358, 12420]","[8087, 12398, 7886, 8287, 7685, 8487]",0.429,0.409,[1. 1. 1. ... 1. 1. 1.]
OliveOil,"[1425, 3705]","[3664, 1379]",1.0,0.977,[1. 1. 1. ... 1. 1. 1.]
OSULeaf,"[907, 1680]","[888, 1018]",0.667,0.709,[1. 1. 1. ... 1. 1. 1.]
Plane,"[540, 1044, 1368, 1944, 2412, 3060]","[3050, 1349, 1034, 2396, 1932, 1164]",0.857,0.8,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineAgeGroup,"[720, 2110]","[2340, 2050]",0.333,0.697,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxTW,"[320, 2500, 3660]","[3649, 3548, 296]",0.75,0.612,[1. 1. 1. ... 1. 1. 1.]
ShapesAll,"[1280, 2560, 3840, 5120]","[1274, 2556, 2257, 3807]",0.8,0.743,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface1,[420],[1024],0.5,0.425,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface2,[715],[671],0.5,0.951,[1. 1. 1. ... 1. 1. 1.]
StarLightCurves,"[486, 1366]","[1351, 1451]",0.667,0.775,[1. 1. 1. ... 1. 1. 1.]
SwedishLeaf,"[928, 2080, 3200]","[2086, 3188, 917]",1.0,0.987,[1. 1. 1. ... 1. 1. 1.]
Symbols,"[796, 1293, 1591]","[1279, 757, 418]",0.5,0.613,[1. 1. 1. ... 1. 1. 1.]
SyntheticControl,"[750, 1500, 2250, 3000]","[2238, 2996, 1489, 2116]",0.8,0.756,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation1,[1385],[1366],1.0,0.986,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation2,[1543],[1331],0.5,0.871,[1. 1. 1. ... 1. 1. 1.]
Trace,"[1443, 2955]","[1411, 1661]",0.667,0.644,[1. 1. 1. ... 1. 1. 1.]
TwoLeadECG,[246],[230],0.5,0.934,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99928027 0.99314926 0.9870766  0.97636722 0.97041436
 0.96451671 0.97270269 0.98090927 0.99380311 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.99773073 0.98847949
 0.97926887 0.97009776 0.96096503 0.95646799 0.95200848 0.94758598
 0.94319996 0.93884992 0.93453535 0.93946621 0.94443872 0.94945354
 0.95451133 0.95961276 0.9647585  0.96994927 0.96594229 0.97121899
 0.97654248 0.98191352 0.98733285 0.99280126 0.99831954 1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
TwoPatterns,"[2168, 4064, 6064]","[2141, 6042, 2271]",0.75,0.747,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryAll,"[1801, 3395, 4960, 6584]","[3380, 4951, 1792, 4834]",0.8,0.773,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryX,"[600, 1131, 1652, 2193]","[1120, 613, 1220, 1633]",0.8,0.739,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1118, 1588, 573, 1243]",0.6,0.698,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1121, 1221, 1321, 1020]",0.4,0.393,[1. 1. 1. ... 1. 1. 1.]
Wafer,[115],[130],0.5,0.976,[1. 1. 1. ... 1. 1. 1.]
WordSynonyms,"[202, 2227]","[200, 2155]",0.667,0.947,[1. 1. 1. ... 1. 1. 1.]
Worms,"[435, 786]","[419, 150]",0.333,0.54,[1. 1. 1. ... 1. 1. 1.]
Yoga,[7295],[7337],1.0,0.995,[1. 1. 1. ... 1. 1. 1.]
Crop,"[1725, 3450, 5175, 8625, 12075, 15525, 17250, 18975]","[20160, 273, 19899, 8612, 18985, 9239, 10028, 1654]",0.444,0.369,[1. 1. 1. ... 1. 1. 1.]
EOGHorizontalSignal,"[1406, 2812, 4218]","[4326, 3925, 3524]",0.25,0.456,[1. 1. 1. ... 1. 1. 1.]
EOGVerticalSignal,"[1406, 2812, 3749, 5155, 6608]","[5102, 5452, 5810, 4751, 0]",0.364,0.333,[1. 1. 1. ... 1. 1. 1.]
FreezerRegularTrain,"[2257, 4514, 7900]","[2155, 2475, 985]",0.5,0.379,[1. 1. 1. ... 1. 1. 1.]
Ham,"[1400, 2935, 4335]","[0, 0, 0]",0.4,0.251,[1. 1. 1. ... 1. 1. 1.]
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2586, 2011, 2354, 2473, 2240, 2687]",0.429,0.351,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineAgeGroup,"[880, 2608, 6400, 7720]","[852, 6292, 6547, 1027]",0.4,0.595,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineCorrect,"[1060, 3000, 4060]","[2999, 2898, 3099]",0.5,0.616,[1. 1. 1. ... 1. 1. 1.]
PowerCons,"[405, 810, 1215]","[1261, 0, 0]",0.333,0.385,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineCorrect,"[776, 3212, 4376]","[3067, 2966, 3167]",0.5,0.546,[1. 1. 1. ... 1. 1. 1.]
Strawberry,"[804, 2250, 3054]","[646, 903, 756]",0.5,0.473,[1. 1. 1. ... 1. 1. 1.]
Chinatown,[],[],1.0,1.0,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]"
DodgerLoopDay,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
Herring,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxTW,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
ShapeletSim,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
UMD,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
